UDI,Product ID,Nombre_Producto,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
1696,L48875,Producto 2011,Bajo,298,"307,6",1509,"41,6",33,0,No Failure
1697,L48876,Producto 2012,Bajo,"297,9","307,6",1550,39,35,0,No Failure
1698,M16557,Producto 7496,Medio,"297,9","307,6",1519,44,37,0,No Failure
1699,L48878,Producto 2013,Bajo,"297,9","307,6",1481,38,40,0,No Failure
1700,L48879,Producto 2014,Bajo,"298,1","307,7",1289,"48,3",42,0,No Failure
1701,M16560,Producto 7497,Medio,298,"307,6",1844,"23,8",44,0,No Failure
1702,L48881,Producto 2015,Bajo,298,"307,7",1479,"42,5",47,0,No Failure
1703,L48882,Producto 2016,Bajo,298,"307,7",1430,"47,3",49,0,No Failure
1704,M16563,Producto 7498,Medio,"298,1","307,8",1636,"36,7",51,0,No Failure
1705,M16564,Producto 7499,Medio,"298,1","307,8",1503,"44,7",54,0,No Failure
1706,M16565,Producto 7500,Medio,"298,1","307,8",1608,"32,6",57,0,No Failure
1707,L48886,Producto 2017,Bajo,"298,2","307,8",1521,"42,9",60,0,No Failure
1708,L48887,Producto 2018,Bajo,"298,2","307,8",1439,"41,6",62,0,No Failure
1709,L48888,Producto 2019,Bajo,"298,2","307,8",1627,"31,5",64,0,No Failure
1710,L48889,Producto 2020,Bajo,"298,2","307,8",1749,"26,1",66,0,No Failure
1711,L48890,Producto 2021,Bajo,"298,2","307,8",1530,"35,9",68,0,No Failure
1712,L48891,Producto 2022,Bajo,"298,2","307,8",1355,"51,3",70,0,No Failure
1713,L48892,Producto 2023,Bajo,"298,3","307,9",1551,"33,8",72,0,No Failure
1714,L48893,Producto 2024,Bajo,"298,2","307,8",1515,"46,7",74,0,No Failure
1715,L48894,Producto 2025,Bajo,"298,2","307,8",1388,"48,6",76,0,No Failure
1716,L48895,Producto 2026,Bajo,"298,2","307,8",1585,"34,6",78,0,No Failure
1717,L48896,Producto 2027,Bajo,"298,1","307,7",1523,"37,7",80,0,No Failure
1718,L48897,Producto 2028,Bajo,"298,2","307,6",1369,"54,5",82,0,No Failure
1719,M16578,Producto 7501,Medio,"298,2","307,7",1681,31,84,0,No Failure
1720,L48899,Producto 2029,Bajo,"298,2","307,7",1503,"38,3",87,0,No Failure
1721,L48900,Producto 2030,Bajo,"298,2","307,7",1459,"44,5",89,0,No Failure
1722,L48901,Producto 2031,Bajo,"298,2","307,7",1688,"32,4",91,0,No Failure
1723,M16582,Producto 7502,Medio,"298,2","307,7",1952,"21,6",93,0,No Failure
1724,L48903,Producto 2032,Bajo,"298,2","307,8",2029,"19,9",96,0,No Failure
1725,M16584,Producto 7503,Medio,"298,3","307,8",1457,"52,5",98,0,No Failure
1726,M16585,Producto 7504,Medio,"298,3","307,8",1392,"50,4",101,0,No Failure
1727,L48906,Producto 2033,Bajo,"298,3","307,8",1906,"22,1",104,0,No Failure
1728,M16587,Producto 7505,Medio,"298,3","307,7",1602,"33,4",106,0,No Failure
1729,L48908,Producto 2034,Bajo,"298,3","307,7",1465,"49,4",109,0,No Failure
1730,M16589,Producto 7506,Medio,"298,3","307,7",1439,"43,8",111,0,No Failure
1731,M16590,Producto 7507,Medio,"298,3","307,8",1330,"55,4",114,0,No Failure
1732,M16591,Producto 7508,Medio,"298,3","307,9",1485,42,117,0,No Failure
1733,H31146,Producto 197,Alto,"298,4","307,9",1700,"28,2",120,0,No Failure
1734,L48913,Producto 2035,Bajo,"298,4",308,1515,"42,8",125,0,No Failure
1735,M16594,Producto 7509,Medio,"298,5","308,1",1501,"39,2",127,0,No Failure
1736,L48915,Producto 2036,Bajo,"298,4",308,1380,"47,6",130,0,No Failure
1737,L48916,Producto 2037,Bajo,"298,4","307,9",1544,"35,9",132,0,No Failure
1738,L48917,Producto 2038,Bajo,"298,4","307,9",1743,"27,3",134,0,No Failure
1739,H31152,Producto 198,Alto,"298,4","307,9",1948,"21,4",136,0,No Failure
1740,H31153,Producto 199,Alto,"298,5","307,9",1260,"54,2",141,0,No Failure
1741,M16600,Producto 7510,Medio,"298,5","307,9",1640,"33,1",146,0,No Failure
1742,M16601,Producto 7511,Medio,"298,5",308,1363,"49,2",149,0,No Failure
1743,L48922,Producto 2039,Bajo,"298,5",308,1379,"49,6",152,0,No Failure
1744,M16603,Producto 7512,Medio,"298,5",308,1713,"25,8",154,0,No Failure
1745,M16604,Producto 7513,Medio,"298,5",308,1461,"51,9",157,0,No Failure
1746,L48925,Producto 2040,Bajo,"298,5",308,1624,"29,8",160,0,No Failure
1747,L48926,Producto 2041,Bajo,"298,4",308,1526,"41,1",162,0,No Failure
1748,L48927,Producto 2042,Bajo,"298,4","307,9",2381,"14,2",164,0,No Failure
1749,H31162,Producto 200,Alto,"298,4","307,7",1626,"31,1",166,0,Random Failures
1750,L48929,Producto 2043,Bajo,"298,3","307,7",1576,"33,8",171,0,No Failure
1751,M16610,Producto 7514,Medio,"298,4","307,8",1617,"31,6",173,0,No Failure
1752,L48931,Producto 2044,Bajo,"298,3","307,6",1942,"20,6",176,0,No Failure
1753,L48932,Producto 2045,Bajo,"298,2","307,6",1492,"37,2",178,0,No Failure
1754,L48933,Producto 2046,Bajo,"298,2","307,5",1470,"51,3",180,0,No Failure
1755,M16614,Producto 7515,Medio,298,"307,4",1463,"46,5",182,0,No Failure
1756,L48935,Producto 2047,Bajo,298,"307,3",1424,"46,5",185,0,No Failure
1757,M16616,Producto 7516,Medio,"298,1","307,4",1363,"60,1",187,0,No Failure
1758,M16617,Producto 7517,Medio,"298,1","307,4",1335,"56,2",190,0,No Failure
1759,L48938,Producto 2048,Bajo,"298,1","307,4",1608,"33,9",193,0,No Failure
1760,H31173,Producto 201,Alto,298,"307,4",1606,"35,2",195,0,No Failure
1761,L48940,Producto 2049,Bajo,"298,1","307,5",1684,"33,1",200,0,No Failure
1762,L48941,Producto 2050,Bajo,"298,1","307,6",1950,"20,3",202,0,No Failure
1763,H31176,Producto 202,Alto,"298,2","307,6",1460,"48,6",204,0,No Failure
1764,L48943,Producto 2051,Bajo,"298,2","307,6",1511,31,209,1,Tool Wear Failure
1765,H31178,Producto 203,Alto,"298,2","307,6",1318,"55,7",0,0,No Failure
1766,L48945,Producto 2052,Bajo,"298,2","307,6",1368,"51,8",5,0,No Failure
1767,M16626,Producto 7518,Medio,"298,3","307,7",1717,"27,1",7,0,No Failure
1768,M16627,Producto 7519,Medio,"298,3","307,7",1520,"41,4",10,0,No Failure
1769,M16628,Producto 7520,Medio,"298,3","307,8",1485,42,13,0,No Failure
1770,L48949,Producto 2053,Bajo,"298,4","307,9",1981,"23,2",16,0,No Failure
1771,H31184,Producto 204,Alto,"298,4","307,9",1605,31,18,0,No Failure
1772,L48951,Producto 2054,Bajo,"298,4","307,9",1446,"45,3",23,0,No Failure
1773,L48952,Producto 2055,Bajo,"298,4",308,1508,"47,9",25,0,No Failure
1774,L48953,Producto 2056,Bajo,"298,5",308,1384,"59,5",27,0,No Failure
1775,M16634,Producto 7521,Medio,"298,5",308,1519,"37,3",29,0,No Failure
1776,L48955,Producto 2057,Bajo,"298,5",308,1404,"48,1",32,0,No Failure
1777,L48956,Producto 2058,Bajo,"298,5","308,1",1564,"31,1",34,0,No Failure
1778,H31191,Producto 205,Alto,"298,6","308,2",1555,"36,8",36,0,No Failure
1779,L48958,Producto 2059,Bajo,"298,6","308,2",1325,54,41,0,No Failure
1780,M16639,Producto 7522,Medio,"298,6","308,2",1488,44,43,0,No Failure
1781,L48960,Producto 2060,Bajo,"298,5","308,2",1595,"32,3",46,0,No Failure
1782,L48961,Producto 2061,Bajo,"298,5","308,1",1662,"28,6",48,0,No Failure
1783,L48962,Producto 2062,Bajo,"298,4",308,1571,"37,4",50,0,No Failure
1784,H31197,Producto 206,Alto,"298,3",308,1553,41,52,0,No Failure
1785,L48964,Producto 2063,Bajo,"298,3",308,2886,"3,8",57,1,Power Failure
1786,L48965,Producto 2064,Bajo,"298,2",308,1538,"38,2",59,0,No Failure
1787,L48966,Producto 2065,Bajo,"298,4","308,2",1618,33,61,0,No Failure
1788,L48967,Producto 2066,Bajo,"298,4","308,2",1364,"45,9",63,0,No Failure
1789,L48968,Producto 2067,Bajo,"298,3",308,1442,"47,3",65,0,No Failure
1790,L48969,Producto 2068,Bajo,"298,2","307,9",1313,"67,3",67,1,Power Failure
1791,L48970,Producto 2069,Bajo,"298,2","307,9",1847,"23,6",69,0,No Failure
1792,L48971,Producto 2070,Bajo,"298,1","307,8",1524,"40,8",71,0,No Failure
1793,M16652,Producto 7523,Medio,"298,1","307,7",1445,48,73,0,No Failure
1794,L48973,Producto 2071,Bajo,"298,1","307,8",1761,"28,2",76,0,No Failure
1795,M16654,Producto 7524,Medio,"298,1","307,8",1514,"43,5",78,0,No Failure
1796,M16655,Producto 7525,Medio,"298,1","307,7",1498,"38,3",81,0,No Failure
1797,H31210,Producto 207,Alto,"298,1","307,6",1542,"37,1",84,0,No Failure
1798,M16657,Producto 7526,Medio,298,"307,6",1508,"41,8",89,0,No Failure
1799,M16658,Producto 7527,Medio,298,"307,5",1431,"52,9",92,0,No Failure
1800,M16659,Producto 7528,Medio,298,"307,5",1427,"45,1",95,0,No Failure
1801,M16660,Producto 7529,Medio,298,"307,5",1524,"36,3",98,0,No Failure
1802,M16661,Producto 7530,Medio,298,"307,5",1427,"43,6",101,0,No Failure
1803,H31216,Producto 208,Alto,"298,1","307,6",1496,"44,1",104,0,No Failure
1804,L48983,Producto 2072,Bajo,"298,1","307,7",1388,"40,3",109,0,No Failure
1805,L48984,Producto 2073,Bajo,"298,1","307,7",1495,"48,1",111,0,No Failure
1806,H31219,Producto 209,Alto,"298,1","307,7",1376,"56,2",113,0,No Failure
1807,H31220,Producto 210,Alto,298,"307,6",1593,"32,2",118,0,No Failure
1808,L48987,Producto 2074,Bajo,298,"307,6",1654,"28,9",123,0,No Failure
1809,L48988,Producto 2075,Bajo,"298,1","307,7",2567,"12,8",125,1,Power Failure
1810,L48989,Producto 2076,Bajo,"298,1","307,7",1767,27,127,0,No Failure
1811,L48990,Producto 2077,Bajo,"298,1","307,6",1364,"53,8",129,0,No Failure
1812,M16671,Producto 7531,Medio,"298,1","307,8",1569,"31,2",131,0,No Failure
1813,L48992,Producto 2078,Bajo,"298,2","307,8",1476,"36,8",134,0,No Failure
1814,L48993,Producto 2079,Bajo,"298,1","307,7",1479,45,136,0,No Failure
1815,L48994,Producto 2080,Bajo,"298,1","307,7",1650,"34,1",138,0,No Failure
1816,M16675,Producto 7532,Medio,"298,1","307,6",1565,"36,3",140,0,No Failure
1817,L48996,Producto 2081,Bajo,"298,1","307,6",1460,"46,5",143,0,No Failure
1818,L48997,Producto 2082,Bajo,"298,1","307,7",1664,"27,6",145,0,No Failure
1819,M16678,Producto 7533,Medio,"298,1","307,7",1435,"40,9",147,0,No Failure
1820,M16679,Producto 7534,Medio,"298,1","307,6",2066,"19,2",150,0,No Failure
1821,L49000,Producto 2083,Bajo,"298,1","307,5",1493,"43,7",153,0,No Failure
1822,L49001,Producto 2084,Bajo,"298,1","307,6",1354,"43,3",155,0,No Failure
1823,L49002,Producto 2085,Bajo,"298,1","307,6",1488,"39,4",157,0,No Failure
1824,L49003,Producto 2086,Bajo,"298,1","307,7",1414,"48,7",159,0,No Failure
1825,L49004,Producto 2087,Bajo,"298,1","307,5",1391,"57,4",161,0,No Failure
1826,M16685,Producto 7535,Medio,298,"307,5",1784,"27,8",163,0,No Failure
1827,H31240,Producto 211,Alto,"297,8","307,3",1516,"40,1",166,0,No Failure
1828,M16687,Producto 7536,Medio,"297,9","307,3",1420,"47,8",171,0,No Failure
1829,L49008,Producto 2088,Bajo,"297,8","307,2",1351,"56,3",174,0,No Failure
1830,L49009,Producto 2089,Bajo,"297,8","307,2",1880,23,176,0,No Failure
1831,L49010,Producto 2090,Bajo,"297,8","307,3",1859,24,178,0,No Failure
1832,M16691,Producto 7537,Medio,"297,8","307,3",1315,54,180,0,No Failure
1833,M16692,Producto 7538,Medio,"297,8","307,4",1330,"51,7",183,0,No Failure
1834,L49013,Producto 2091,Bajo,"297,8","307,3",1327,61,186,1,Overstrain Failure
1835,L49014,Producto 2092,Bajo,"297,8","307,2",1498,"38,1",188,0,No Failure
1836,H31249,Producto 212,Alto,"297,8","307,3",1555,"35,8",190,0,No Failure
1837,L49016,Producto 2093,Bajo,"297,7","307,2",1518,"35,8",195,0,No Failure
1838,L49017,Producto 2094,Bajo,"297,7","307,2",1392,43,197,0,No Failure
1839,M16698,Producto 7539,Medio,"297,8","307,2",1456,"39,6",199,0,No Failure
1840,L49019,Producto 2095,Bajo,"297,7","307,1",1715,"30,2",0,0,No Failure
1841,M16700,Producto 7540,Medio,"297,7","307,2",1405,"43,7",2,0,No Failure
1842,L49021,Producto 2096,Bajo,"297,7","307,2",1668,"37,8",5,0,No Failure
1843,H31256,Producto 213,Alto,"297,7","307,1",1855,"22,5",7,0,No Failure
1844,L49023,Producto 2097,Bajo,"297,6","307,1",1496,"39,2",12,0,No Failure
1845,M16704,Producto 7541,Medio,"297,6","307,1",1471,"44,9",14,0,No Failure
1846,L49025,Producto 2098,Bajo,"297,7","307,2",1444,40,17,0,No Failure
1847,H31260,Producto 214,Alto,"297,7","307,3",1514,"38,6",19,0,No Failure
1848,L49027,Producto 2099,Bajo,"297,8","307,3",1412,"50,7",24,0,No Failure
1849,H31262,Producto 215,Alto,"297,7","307,2",1429,"44,1",26,0,No Failure
1850,L49029,Producto 2100,Bajo,"297,7","307,2",1668,"32,7",31,0,No Failure
1851,M16710,Producto 7542,Medio,"297,7","307,2",1372,"52,8",33,0,No Failure
1852,M16711,Producto 7543,Medio,"297,7","307,3",1365,"49,2",36,0,No Failure
1853,M16712,Producto 7544,Medio,"297,6","307,1",1526,"39,1",39,0,No Failure
1854,L49033,Producto 2101,Bajo,"297,6","307,2",1486,"40,6",42,0,No Failure
1855,M16714,Producto 7545,Medio,"297,6","307,2",1470,"42,6",44,0,No Failure
1856,H31269,Producto 216,Alto,"297,7","307,3",1249,"62,8",47,0,No Failure
1857,M16716,Producto 7546,Medio,"297,8","307,4",1752,"26,1",52,0,No Failure
1858,L49037,Producto 2102,Bajo,"297,7","307,4",1643,"36,5",55,0,No Failure
1859,M16718,Producto 7547,Medio,"297,8","307,4",1488,"36,1",57,0,No Failure
1860,L49039,Producto 2103,Bajo,"297,8","307,4",1355,"45,8",60,0,No Failure
1861,L49040,Producto 2104,Bajo,"297,8","307,6",1607,"30,3",62,0,No Failure
1862,M16721,Producto 7548,Medio,"297,9","307,6",1609,"30,3",64,0,No Failure
1863,L49042,Producto 2105,Bajo,"297,9","307,7",1517,"44,4",67,0,No Failure
1864,M16723,Producto 7549,Medio,"297,9","307,7",1517,"39,5",69,0,No Failure
1865,L49044,Producto 2106,Bajo,"297,9","307,7",1546,"37,6",72,0,No Failure
1866,L49045,Producto 2107,Bajo,"297,9","307,7",1567,"34,7",74,0,No Failure
1867,M16726,Producto 7550,Medio,"298,1","307,9",1662,"28,9",76,0,No Failure
1868,L49047,Producto 2108,Bajo,"298,1","307,9",1502,"41,8",79,0,No Failure
1869,L49048,Producto 2109,Bajo,"298,3",308,1361,"56,9",81,0,No Failure
1870,M16729,Producto 7551,Medio,"298,3","308,1",1630,"32,7",83,0,No Failure
1871,L49050,Producto 2110,Bajo,"298,3",308,1486,"42,3",86,0,No Failure
1872,L49051,Producto 2111,Bajo,"298,3","308,1",1840,"21,5",88,0,No Failure
1873,L49052,Producto 2112,Bajo,"298,3","308,1",1326,"58,4",90,0,No Failure
1874,L49053,Producto 2113,Bajo,"298,4","308,1",1367,"57,8",92,0,No Failure
1875,L49054,Producto 2114,Bajo,"298,4","308,1",1598,"32,7",94,0,No Failure
1876,L49055,Producto 2115,Bajo,"298,3",308,1363,"50,1",96,0,No Failure
1877,L49056,Producto 2116,Bajo,"298,3",308,1242,62,98,0,No Failure
1878,M16737,Producto 7552,Medio,"298,2","307,8",1566,"33,8",100,0,No Failure
1879,M16738,Producto 7553,Medio,"298,1","307,7",1424,"47,7",103,0,No Failure
1880,M16739,Producto 7554,Medio,"298,2","307,7",1608,"33,8",106,0,No Failure
1881,L49060,Producto 2117,Bajo,"298,1","307,7",1705,"29,1",109,0,No Failure
1882,L49061,Producto 2118,Bajo,298,"307,6",1548,"45,8",111,0,No Failure
1883,M16742,Producto 7555,Medio,298,"307,6",1581,"43,4",113,0,No Failure
1884,M16743,Producto 7556,Medio,298,"307,6",1472,"46,7",116,0,No Failure
1885,M16744,Producto 7557,Medio,298,"307,6",1792,26,119,0,No Failure
1886,L49065,Producto 2119,Bajo,298,"307,6",1683,"32,8",122,0,No Failure
1887,L49066,Producto 2120,Bajo,"297,9","307,6",1503,"40,7",124,0,No Failure
1888,M16747,Producto 7558,Medio,"297,9","307,5",1642,"32,4",126,0,No Failure
1889,M16748,Producto 7559,Medio,"297,8","307,4",1902,"24,3",129,0,No Failure
1890,H31303,Producto 217,Alto,"297,7","307,4",1432,"40,2",132,0,No Failure
1891,L49070,Producto 2121,Bajo,"297,8","307,4",1512,"40,8",137,0,No Failure
1892,L49071,Producto 2122,Bajo,"297,7","307,4",1764,29,139,0,No Failure
1893,M16752,Producto 7560,Medio,"297,8","307,4",1438,"43,6",141,0,No Failure
1894,L49073,Producto 2123,Bajo,"297,8","307,5",1631,"29,9",144,0,No Failure
1895,H31308,Producto 218,Alto,"297,9","307,5",1880,"23,3",146,0,No Failure
1896,L49075,Producto 2124,Bajo,"297,9","307,6",1344,"54,3",151,0,No Failure
1897,L49076,Producto 2125,Bajo,"297,9","307,5",1574,"35,8",153,0,No Failure
1898,L49077,Producto 2126,Bajo,"297,8","307,4",1418,"41,2",155,0,No Failure
1899,L49078,Producto 2127,Bajo,"297,8","307,5",1372,"54,1",157,0,No Failure
1900,L49079,Producto 2128,Bajo,"297,8","307,5",1388,40,159,0,No Failure
1901,H31314,Producto 219,Alto,"297,9","307,6",1493,36,161,0,No Failure
1902,M16761,Producto 7561,Medio,"297,9","307,6",1505,"40,1",166,0,No Failure
1903,L49082,Producto 2129,Bajo,298,"307,6",1694,"29,1",169,0,No Failure
1904,L49083,Producto 2130,Bajo,"297,9","307,6",1968,"20,4",171,0,No Failure
1905,M16764,Producto 7562,Medio,298,"307,6",1569,"35,6",173,0,No Failure
1906,L49085,Producto 2131,Bajo,"297,9","307,6",1687,"29,1",176,0,No Failure
1907,L49086,Producto 2132,Bajo,"297,9","307,6",1430,"52,4",178,0,No Failure
1908,L49087,Producto 2133,Bajo,"297,9","307,6",1504,"42,4",180,0,No Failure
1909,L49088,Producto 2134,Bajo,"297,9","307,6",1977,"20,2",182,0,No Failure
1910,L49089,Producto 2135,Bajo,298,"307,7",1435,"45,6",184,0,No Failure
1911,H31324,Producto 220,Alto,298,"307,7",1547,"36,8",186,0,No Failure
1912,M16771,Producto 7563,Medio,"298,1","307,8",1316,"57,2",191,0,No Failure
1913,M16772,Producto 7564,Medio,298,"307,7",1621,"34,9",194,0,No Failure
1914,M16773,Producto 7565,Medio,298,"307,8",1492,"40,2",197,0,No Failure
1915,L49094,Producto 2136,Bajo,298,"307,7",1643,"32,3",200,0,No Failure
1916,L49095,Producto 2137,Bajo,298,"307,7",1492,"38,7",202,0,No Failure
1917,L49096,Producto 2138,Bajo,298,"307,7",1387,"50,8",204,0,No Failure
1918,M16777,Producto 7566,Medio,"298,1","307,9",1463,"47,3",206,0,No Failure
1919,M16778,Producto 7567,Medio,"298,1","307,9",1496,40,0,0,No Failure
1920,L49099,Producto 2139,Bajo,"298,2",308,1658,30,3,0,No Failure
1921,L49100,Producto 2140,Bajo,"298,1","307,9",2161,"17,5",5,0,No Failure
1922,L49101,Producto 2141,Bajo,"298,1","307,9",1665,32,7,0,No Failure
1923,L49102,Producto 2142,Bajo,298,"307,8",1716,"26,6",9,0,No Failure
1924,L49103,Producto 2143,Bajo,298,"307,7",1529,"34,1",11,0,No Failure
1925,L49104,Producto 2144,Bajo,"297,9","307,7",1353,"50,7",13,0,No Failure
1926,L49105,Producto 2145,Bajo,"297,9","307,7",1537,"37,7",15,0,No Failure
1927,L49106,Producto 2146,Bajo,298,"307,7",1606,"30,8",17,0,No Failure
1928,H31341,Producto 221,Alto,298,"307,8",1314,"47,8",19,0,No Failure
1929,L49108,Producto 2147,Bajo,298,"307,8",1623,"29,9",24,0,No Failure
1930,M16789,Producto 7568,Medio,298,"307,8",1483,"50,9",26,0,No Failure
1931,M16790,Producto 7569,Medio,"298,1","307,9",1569,37,29,0,No Failure
1932,M16791,Producto 7570,Medio,"298,2",308,1969,"21,7",32,0,No Failure
1933,M16792,Producto 7571,Medio,"298,1",308,1686,"29,3",35,0,No Failure
1934,L49113,Producto 2148,Bajo,"298,1",308,1638,"35,1",38,0,No Failure
1935,L49114,Producto 2149,Bajo,"298,1","307,9",1698,"33,3",40,0,No Failure
1936,M16795,Producto 7572,Medio,"298,1","307,9",1377,"55,1",42,0,No Failure
1937,M16796,Producto 7573,Medio,"298,1",308,2129,"18,4",45,0,No Failure
1938,L49117,Producto 2150,Bajo,"298,2",308,1411,"42,4",48,0,No Failure
1939,L49118,Producto 2151,Bajo,"298,1","307,9",1517,"40,8",50,0,No Failure
1940,M16799,Producto 7574,Medio,"298,1","307,9",1303,"53,9",52,0,No Failure
1941,L49120,Producto 2152,Bajo,"298,1","307,9",1578,"35,6",55,0,No Failure
1942,L49121,Producto 2153,Bajo,"298,1","307,9",1425,"58,2",57,0,No Failure
1943,L49122,Producto 2154,Bajo,"298,1",308,1456,"42,4",59,0,No Failure
1944,L49123,Producto 2155,Bajo,"298,1",308,1704,"30,9",61,0,No Failure
1945,L49124,Producto 2156,Bajo,"298,1","308,1",1791,"27,3",63,0,No Failure
1946,L49125,Producto 2157,Bajo,"298,1","308,1",1616,"32,8",65,0,No Failure
1947,L49126,Producto 2158,Bajo,"298,2","308,1",1622,"34,9",67,0,No Failure
1948,L49127,Producto 2159,Bajo,"298,2","308,1",1462,"49,9",69,0,No Failure
1949,L49128,Producto 2160,Bajo,"298,1","308,1",1410,"45,8",71,0,No Failure
1950,M16809,Producto 7575,Medio,"298,1",308,1543,"41,9",73,0,No Failure
1951,M16810,Producto 7576,Medio,298,"307,9",1479,"47,6",76,0,No Failure
1952,L49131,Producto 2161,Bajo,298,"307,8",1839,"22,7",79,0,No Failure
1953,L49132,Producto 2162,Bajo,298,"307,8",1266,"60,5",81,0,No Failure
1954,L49133,Producto 2163,Bajo,"297,9","307,7",1593,"34,9",83,0,No Failure
1955,L49134,Producto 2164,Bajo,"297,9","307,8",1459,"46,9",85,0,No Failure
1956,L49135,Producto 2165,Bajo,"297,9","307,7",1308,"55,2",87,0,No Failure
1957,M16816,Producto 7577,Medio,"297,9","307,7",1364,"46,8",89,0,No Failure
1958,H31371,Producto 222,Alto,"297,9","307,7",1618,"35,9",92,0,No Failure
1959,H31372,Producto 223,Alto,"297,9","307,7",1464,"43,2",97,0,No Failure
1960,M16819,Producto 7578,Medio,"297,8","307,6",1352,"49,4",102,0,No Failure
1961,L49140,Producto 2166,Bajo,"297,8","307,6",1446,"51,4",105,0,No Failure
1962,L49141,Producto 2167,Bajo,"297,8","307,5",1448,"51,2",107,0,No Failure
1963,L49142,Producto 2168,Bajo,"297,8","307,5",1391,"48,6",109,0,No Failure
1964,L49143,Producto 2169,Bajo,"297,7","307,5",1379,"43,3",111,0,No Failure
1965,M16824,Producto 7579,Medio,"297,8","307,5",1405,"46,9",113,0,No Failure
1966,L49145,Producto 2170,Bajo,"297,8","307,5",1581,"33,1",116,0,No Failure
1967,L49146,Producto 2171,Bajo,"297,9","307,6",1515,"40,5",118,0,No Failure
1968,L49147,Producto 2172,Bajo,"297,9","307,6",1589,"37,8",120,0,No Failure
1969,L49148,Producto 2173,Bajo,298,"307,6",1281,"50,8",122,0,No Failure
1970,H31383,Producto 224,Alto,"297,8","307,5",1631,"31,3",124,0,No Failure
1971,M16830,Producto 7580,Medio,"297,9","307,6",1202,67,129,0,No Failure
1972,L49151,Producto 2174,Bajo,"297,9","307,6",1298,"52,7",132,0,No Failure
1973,L49152,Producto 2175,Bajo,"297,9","307,6",1612,"30,7",134,0,No Failure
1974,L49153,Producto 2176,Bajo,"297,9","307,6",1747,"25,3",136,0,No Failure
